Inputs	Hidden1 Nodes	Hidden2 Nodes	Hidden3 Nodes	Eta	Alpha	Steps	Val MAPE	Pseudo Test MAPE	Test MAPE
64	40	62	34	0.8981827235	0.988713836	337	0.228209573367	0.233610899329	0.231565007475
