10	10	10	10	0.1	0.999	100	0.3098683194	0.307471902	0.3079251174
10	10	10	10	0.1	0.999	200	0.3096274291	0.3072355363	0.2772533311
10	10	10	10	0.1	0.999	300	0.3000635535	0.2920370414	0.253724639
10	10	10	10	0.1	0.999	400	0.2953744021	0.273535	0.252955769
10	10	10	10	0.1	0.99	100	0.3093434115	0.3069436275	
10	10	10	10	0.1	0.99	200	0.3090722487	0.3066723395	
10	10	10	10	0.1	0.99	300	0.3089890548	0.3065810241	
10	10	10	10	0.1	0.99	400	0.3089920483	0.306591126	
10	10	10	10	0.1	0.9	100	0.3089732608	0.3065723658	
10	10	10	10	0.1	0.9	200	0.3089732455	0.3065723553	
10	10	10	10	0.1	0.9	300	0.3089732453	0.3065723552	
10	10	10	10	0.1	0.9	400	0.3089732453	0.3065723552	
10	10	10	10	0.5	0.999	100	0.3141372349	0.3117740108	
10	10	10	10	0.5	0.999	200	0.2957721422	0.2750527807	
10	10	10	10	0.5	0.999	300	0.2767065448	0.2609217732	0.256342149
10	10	10	10	0.5	0.999	400	0.2764618362	0.2599586067	0.2531884251
10	10	10	10	0.5	0.99	100	0.3109124481	0.3081793033	
10	10	10	10	0.5	0.99	200	0.3093790318	0.3068052117	
10	10	10	10	0.5	0.99	300	0.3005269376	0.2931689642	
10	10	10	10	0.5	0.99	400	0.2998554132	0.291852902	
10	10	10	10	0.5	0.9	100	0.3089735411	0.3065726513	
10	10	10	10	0.5	0.9	200	0.3089734446	0.3065725538	
10	10	10	10	0.5	0.9	300	0.3089734446	0.3065725538	
10	10	10	10	0.5	0.9	400	0.3089734436	0.3065725528	
10	10	10	10	1	0.999	100	0.3175130836	0.3152076363	
10	10	10	10	1	0.999	200	0.2863251107	0.26931417	
10	10	10	10	1	0.999	300	0.2838919895	0.2653291975	
10	10	10	10	1	0.999	400	0.2809989236	0.2627506045	
10	10	10	10	1	0.99	100	0.3124635222	0.3080251454	
10	10	10	10	1	0.99	200	0.2973226968	0.2768867319	
10	10	10	10	1	0.99	300	0.29203503	0.2765151502	
10	10	10	10	1	0.99	400	0.291171475	0.2774958548	
10	10	10	10	1	0.9	100	0.3089738684	0.3065729785	
10	10	10	10	1	0.9	200	0.3089736425	0.3065727499	
10	10	10	10	1	0.9	300	0.3089736425	0.3065727499	
10	10	10	10	1	0.9	400	0.3089736421	0.3065727495	
20	20	20	20	0.1	0.999	100	0.2907365713	0.2814982906	
20	20	20	20	0.1	0.999	200	0.2725806214	0.2645111365	0.2528498331
20	20	20	20	0.1	0.999	300	0.2663456761	0.2567735455	0.2515829212
20	20	20	20	0.1	0.999	400	0.2618815414	0.2555275628	0.2520282903
20	20	20	20	0.1	0.99	100	0.2910370677	0.2829939669	
20	20	20	20	0.1	0.99	200	0.2899203566	0.2811566268	
20	20	20	20	0.1	0.99	300	0.2892791999	0.2804963427	
20	20	20	20	0.1	0.99	400	0.2889773861	0.2801546953	
20	20	20	20	0.1	0.9	100	0.3089626837	0.3065619847	
20	20	20	20	0.1	0.9	200	0.3089626672	0.3065619747	
20	20	20	20	0.1	0.9	300	0.3089626791	0.3065619865	
20	20	20	20	0.1	0.9	400	0.3089626791	0.3065619865	
20	20	20	20	0.5	0.999	100	0.2637224612	0.2582939724	
20	20	20	20	0.5	0.999	200	0.2588444203	0.2521534621	0.2565983069
20	20	20	20	0.5	0.999	300	0.2584151036	0.2549682901	0.2529602139
20	20	20	20	0.5	0.999	400	0.2553645728	0.2526841252	0.2552971554
20	20	20	20	0.5	0.99	100	0.2638632888	0.2554861839	
20	20	20	20	0.5	0.99	200	0.2547449227	0.2522205527	0.2519650126
20	20	20	20	0.5	0.99	300	0.2532562993	0.2516075767	0.2509834325
20	20	20	20	0.5	0.99	400	0.252775582	0.2512602583	0.2506444364
20	20	20	20	0.5	0.9	100	0.2999023044	0.2924680404	
20	20	20	20	0.5	0.9	200	0.2999032769	0.2924705677	
20	20	20	20	0.5	0.9	300	0.2999011937	0.2924662496	
20	20	20	20	0.5	0.9	400	0.2999001818	0.2924630909	
20	20	20	20	1	0.999	100	0.2722778386	0.2618573141	
20	20	20	20	1	0.999	200	0.2610046883	0.2555387476	
20	20	20	20	1	0.999	300	0.2594825236	0.2569133388	
20	20	20	20	1	0.999	400	0.2584330479	0.2569614835	
20	20	20	20	1	0.99	100	0.2589654185	0.2547627774	
20	20	20	20	1	0.99	200	0.2914909823	0.2799776898	
20	20	20	20	1	0.99	300	0.2702824282	0.2580402647	
20	20	20	20	1	0.99	400	0.2699126291	0.2575317347	
20	20	20	20	1	0.9	100	0.2899795729	0.281339801	
20	20	20	20	1	0.9	200	0.2899933244	0.2813682986	
20	20	20	20	1	0.9	300	0.2899948289	0.2813691457	
20	20	20	20	1	0.9	400	0.2899986256	0.2813729592	
50	50	50	50	0.1	0.999	100	0.2739352861	0.2679451238	
50	50	50	50	0.1	0.999	200	0.2635517671	0.2569862286	
50	50	50	50	0.1	0.999	300	0.256300157	0.2534581502	
50	50	50	50	0.1	0.999	400	0.2530686352	0.2529575837	
50	50	50	50	0.1	0.99	100	0.2765481968	0.2736970486	
50	50	50	50	0.1	0.99	200	0.271777283	0.2679181063	
50	50	50	50	0.1	0.99	300	0.2692781302	0.2650154167	
50	50	50	50	0.1	0.99	400	0.2684631991	0.2639487011	
50	50	50	50	0.1	0.9	100	0.2894481565	0.2821405828	
50	50	50	50	0.1	0.9	200	0.2894479361	0.2821403704	
50	50	50	50	0.1	0.9	300	0.2894484402	0.2821411979	
50	50	50	50	0.1	0.9	400	0.2894485088	0.282141827	
50	50	50	50	0.5	0.999	100	0.2625028999	0.2594651048	
50	50	50	50	0.5	0.999	200	0.2564474339	0.2511096263	0.2547449712
50	50	50	50	0.5	0.999	300	0.2523997533	0.2538587901	0.2551021412
50	50	50	50	0.5	0.999	400	0.2525249572	0.251478452	
50	50	50	50	0.5	0.99	100	0.2608557375	0.2574662531	
50	50	50	50	0.5	0.99	200	0.2508610921	0.248891817	0.3076534092
50	50	50	50	0.5	0.99	300	0.2500829454	0.2496550698	0.2459779837
50	50	50	50	0.5	0.99	400	0.2693350258	0.2570143216	
50	50	50	50	0.5	0.9	100	0.2775096429	0.2747187223	
50	50	50	50	0.5	0.9	200	0.277508737196	0.274716352604	
50	50	50	50	0.5	0.9	300	0.277545557819	0.274769352632	
50	50	50	50	0.5	0.9	400	0.277560054751	0.274795194949	
50	50	50	50	1	0.999	100	0.289010367445	0.283216262976	
50	50	50	50	1	0.999	200	0.260701379915	0.250253356979	
50	50	50	50	1	0.999	300	0.254156334255	0.253679053056	
50	50	50	50	1	0.999	400	0.258253984279	0.252120639226	
